complaint_id,forum,date,rating,complaint_type,category,complaint_text,url
104,PissedConsumer (consumer-complaint forum),5/31/2026,,delivery_issues,general,"Respected Team, My delivery partner account has been placed on hold due to a policy violation. I sincerely apologize for my mistake and fully understand the company guidelines now. There was no wrong intention from my side, and I genuinely regret the incident. I request you to kindly review my account once again and give me one final opportunity. I assure you that I will strictly follow all company policies and professional standards in future, and such a mistake will never be repeated again. Please help me i humble request my family is poor and my financial problems loans and etc Ticket ID: [GOVERNMENT_ID]",https://blinkit.pissedconsumer.com/review.html?page=8
105,PissedConsumer (consumer-complaint forum),5/31/2026,,delivery_issues,general,"My delivery partner account has been placed on hold due to a policy violation. I sincerely apologize for my mistake and fully understand the company guidelines now. There was no wrong intention from my side, and I genuinely regret the incident. I request you to kindly review my account once again and give me one final opportunity. I assure you that I will strictly follow all company policies and professional standards in future, and such a mistake will never be repeated again. Please help me i humble request my family is poor and my financial problems loans and etc",https://blinkit.pissedconsumer.com/review.html?page=8
106,PissedConsumer (consumer-complaint forum),5/29/2026,,refund_and_support,general,"Hello, I ordered a Lenskart Blu zero power glasses from Blinkit on 24th May and returned it the very next day. However, I still havent received my refund. I have already contacted support and tried multiple times, but the refund has still not been processed. What kind of service is this? Please process my refund as soon as possible, otherwise I will have to file a complaint regarding this issue.",https://blinkit.pissedconsumer.com/review.html?page=8
107,PissedConsumer (consumer-complaint forum),5/27/2026,,refund_and_support,general,"I am receiving 10 to 15 calls daily from Blinkit, which is causing serious disturbance and inconvenience to me. I request you to immediately stop these unnecessary calls. Please treat this as a warning and ensure that my number is removed and blocked from your Blinkit profile, marketing, and customer contact database. I do not wish to receive any promotional, service, or follow-up calls in the future. If the calls continue, I may be forced to raise a complaint with higher authorities regarding this issue.",https://blinkit.pissedconsumer.com/review.html?page=8
108,PissedConsumer (consumer-complaint forum),5/25/2026,,refund_and_support,electronics,"Subject: Complaint Regarding Missing Earbuds in Delivered Order Order ID: ORD831******** I ordered Noise Buds UNO from Blinkit, but when I opened the package, the earbuds were missing from inside the case/box. The delivery boy handed over the order and immediately ran away before I could open and check the package. This is completely unacceptable. I have photos of the package and proof with me. I request an immediate refund or replacement for this order. Kindly escalate this issue urgently and take strict action. Please resolve this as soon as possible.",https://blinkit.pissedconsumer.com/review.html?page=8
109,PissedConsumer (consumer-complaint forum),5/23/2026,,refund_and_support,general,"Dear [PERSON_NAME] Support, I am writing to raise a complaint regarding a rotten avocado delivered in my order. Order details: [GOVERNMENT_ID] Item: Avocado Amount: Rs. 158 When I opened the avocado, it was already rotten. I immediately took a photograph as proof and discarded it because it was unusable. Later, when I tried to raise a complaint through the app around midnight, the app asked for live camera verification of the product. This is not practical or reasonable because the spoiled item had already been thrown away several hours earlier after I had already taken photographic evidence. I have the photo taken at the time of delivery issue and can share it if required. Even though the amount is Rs. 158, it is unfair for customers to bear the cost of spoiled products and then be denied support due to an impractical complaint process. I request you to kindly review the issue and process an appropriate refund or resolution at the earliest. Thank you. Regards, [PERSON_NAME] [GOVERNMENT_ID] The bigger problem is not the 158. The bigger problem is the support design: they delay complaint handling then require live verification which becomes impossible for perishable items already discarded I want a solution for the issue.",https://blinkit.pissedconsumer.com/review.html?page=8
110,PissedConsumer (consumer-complaint forum),5/23/2026,,other,general,"I don't receive my order items. I want to call you. Talk to me now, right now. And your service is so bad, so so bad. How will I contact you? Very, you people are very nonsense. Call me now, right now. Then only I can trust you people. Taking full money, giving only half of the product is not a way. Very bad, [PERSON_NAME], very bad. Call me right now.",https://blinkit.pissedconsumer.com/review.html?page=8
111,PissedConsumer (consumer-complaint forum),5/22/2026,,refund_and_support,general,"Dear Team, I had ordered a red ribbon from Blinkit, but the product was not up to my expectations. I spoke with [PERSON_NAME] regarding the issue, and she informed me that my amount had been refunded. She also mentioned that someone would come to pick up the order from my place. However, no one came to collect the order, and now I have noticed that the refunded amount has again been deducted from my account. I kindly request you to look into this matter and resolve it at the earliest. Please arrange for the order pickup and refund my amount back to my account. Looking forward to your prompt assistance. Regards, [PERSON_NAME]",https://blinkit.pissedconsumer.com/review.html?page=8
112,PissedConsumer (consumer-complaint forum),5/19/2026,,refund_and_support,electronics,"I had ordered one earbud for 1000/-. I did not receive it; the delivery executive opened the box, and I did not get anything. It was all blank. May I request you to kindly refund my hard-earned money or get me the item immediately? This is an insane experience.",https://blinkit.pissedconsumer.com/review.html?page=8
113,PissedConsumer (consumer-complaint forum),5/18/2026,,refund_and_support,general,"Even after providing the proper address along with the flat number, previous delivery agents have been able to deliver the items correctly. However, your delivery partner seems unable to understand the address, and instead the customer has to listen to rude behavior from them. This is the second time this has happened, and this time the delivery person spoke very rudely before leaving. I am extremely upset with this experience. What is the point of making the payment if customers still have to tolerate such behavior from delivery staff? If this issue is not resolved properly this time, this will be my last order from Blinkit. It feels unfair to pay for a service and still be treated as if the delivery is being done for free.",https://blinkit.pissedconsumer.com/review.html?page=8
114,PissedConsumer (consumer-complaint forum),5/18/2026,,refund_and_support,general,"Subject: Complaint Against Delivery Boy for Wrong Amount Collection & Incomplete Order Dear Blinkit Support, I want to file a serious complaint regarding my recent order. Order ID: ORD0065430**** Today, the delivery boy named Avdesh came to deliver my order. He collected the wrong amount from us without properly informing us, and later we also noticed that the complete items were not delivered. This behavior is very unprofessional and unacceptable. I request you to: Investigate this issue immediately Refund the extra amount taken Deliver the missing items as soon as possible Take strict action against the delivery partner so this does not happen again As customers, we trust Blinkit for honest and smooth service, but this experience was very disappointing. Please resolve this issue at the earliest. Thank you.",https://blinkit.pissedconsumer.com/review.html?page=8
